ID,Query,Category,Entities,Seen,Notes
472,iphone 13 pro max,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
473,iphone 13 pro,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
474,iphone 15 pro max,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
475,iphone 15 pro max hülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
476,iphone 15 pro max 256 gb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
477,iphone 15 pro max 512gb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""512 GB""]}",false,
478,iphone 15 pro max panzerglas,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
479,iphone 15 pro max 1tb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""1 TB""]}",false,
480,iphone 15 pro max case,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
481,iphone 15 pro max hülle apple,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
482,iphone 15 pro max ladegerät,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
483,iphone 15 pro max hülle mit kameraschutz,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
484,iphone 15 pro max handyhülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
485,iphone 15 pro max hülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
486,iphone 15 pro max hülle apple,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
487,iphone 15 pro max hülle mit kameraschutz,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
488,iphone 15 pro max hülle guess,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
489,iphone 15 pro max hülle magsafe,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
490,iphone 15 pro max hülle leder,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
491,iphone 15 pro max hülle karl lagerfeld,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
492,iphone 15 pro max hülle bmw,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
493,iphone 15 pro max hülle silikon,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
494,iphone 15 pro max hülle durchsichtig,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
495,iphone 15 pro max hülle glitzer,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
496,iphone 15 pro max 256 gb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
497,iphone 15 pro max 256 gb titan,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
498,iphone 15 pro max 256 gb schwarz,Mobiltelefone,"{""farbe"":[""schwarz""],""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
499,iphone 15 pro max 256 gb natural titanium,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
500,iphone 15 pro max 256 gb blau,Mobiltelefone,"{""farbe"":[""blau""],""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
501,iphone 15 pro max 256 gb weiß,Mobiltelefone,"{""farbe"":[""wei\\u00df""],""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
502,iphone 15 pro max 256 gb blau titanium,Mobiltelefone,"{""farbe"":[""blau""],""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
503,iphone 15 pro max 256 gb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
504,iphone 15 pro 256gb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
505,i phone 15 pro max 256 gb,Mobiltelefone,"{""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
506,apple iphone 15 pro max 256gb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
507,iphone 15 pro,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
508,iphone 15 pro max,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
509,iphone 15 pro max hülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
510,iphone 15 pro hülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
511,iphone 15 pro max 256 gb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
512,iphone 15 pro 128 gb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""128 GB""]}",false,
513,iphone 15 pro max128gb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""128 GB""]}",false,
514,iphone 15 pro 256gb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
515,iphone 15 pro max 512gb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""512 GB""]}",false,
516,iphone 15 pro max panzerglas,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
517,iphone 15 pro max 1tb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""1 TB""]}",false,
518,iphone 15 pro max,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
519,iphone 15 pro max hülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
520,iphone 15 pro max 256 gb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""256 GB""]}",false,
521,iphone 15 pro max 512gb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""512 GB""]}",false,
522,iphone 15 pro max panzerglas,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
523,iphone 15 pro max 1tb,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""],""speicherkapazitaet"":[""1 TB""]}",false,
524,iphone 15 pro max case,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
525,iphone 15 pro max hülle apple,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
526,iphone 15 pro max ladegerät,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
527,iphone 15 pro max hülle mit kameraschutz,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
528,iphone 15 pro max handyhülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
529,iphone 15 pro max hülle,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
530,iphone 15 pro max hülle apple,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
531,iphone 15 pro max hülle mit kameraschutz,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
532,iphone 15 pro max hülle guess,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
533,iphone 15 pro max hülle magsafe,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
534,iphone 15 pro max hülle leder,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
535,iphone 15 pro max hülle karl lagerfeld,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
536,iphone 15 pro max hülle bmw,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
537,iphone 15 pro max hülle silikon,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
538,iphone 15 pro max hülle durchsichtig,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
539,iphone 15 pro max hülle glitzer,Other,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 15 Pro""]}",false,
540,Smartphone,Mobiltelefone,{},false,
541,smartphone ohne vertrag,Mobiltelefone,{},false,
542,smartphone samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
543,smartphone angebote,Mobiltelefone,{},false,
544,smartphone samsung galaxy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy""]}",false,
545,smartphone xiaomi,Mobiltelefone,"{""marke"":[""Xiaomi""]}",false,
546,smartphone 5g,Mobiltelefone,"{""ausstattung"":[""5G""]}",false,
547,smartphone huawei,Mobiltelefone,"{""marke"":[""Huawei""]}",false,
548,smartphone motorola,Mobiltelefone,"{""marke"":[""Motorola""]}",false,
549,smartphone ohne vertrag samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
550,smartphone halterung auto,Other,{},false,
551,smartphone ohne vertrag,Mobiltelefone,{},false,
552,smartphone ohne vertrag samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
553,smartphone ohne vertrag angebote,Mobiltelefone,{},false,
554,smartphone ohne vertrag iphone,Mobiltelefone,"{""marke"":[""Apple""]}",false,
555,smartphone ohne vertrag 5g,Mobiltelefone,"{""ausstattung"":[""5G""]}",false,
556,smartphone ohne vertrag samsung reduziert,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
557,smartphone ohne vertrag 5 g,Mobiltelefone,"{""ausstattung"":[""5G""]}",false,
558,smartphone ohne vertrag xiaomi,Mobiltelefone,"{""marke"":[""Xiaomi""]}",false,
559,smartphone ohne vertrag poco,Mobiltelefone,{},false,Ungrounded: Poco
560,smartphone ohne vertrag sale,Mobiltelefone,{},false,
561,smartphone ohne vertrag sony,Mobiltelefone,"{""marke"":[""Sony""]}",false,
562,smartphone ohne vertrag samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
563,smartphone ohne vertrag samsung reduziert,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
564,smartphone ohne vertrag samsung a13,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
565,smartphone ohne vertrag samsung a52,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
566,smartphone ohne vertrag samsung s22,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S22""]}",false,
567,smartphone ohne vertrag samsung s 22,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S22""]}",false,
568,smartphone ohne vertrag,Mobiltelefone,{},false,
569,samsung smartphone ohne vertrag,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
570,handys ohne vertrag samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
571,samsung galaxy smartphone ohne vertrag,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
572,smartphones ohne vertrag,Mobiltelefone,{},false,
573,smartphone ohne vertrag angebote,Mobiltelefone,{},false,
574,smartphone ohne vertrag,Mobiltelefone,{},false,
575,smartphone angebote,Mobiltelefone,{},false,
576,smartphones ohne vertrag im angebot,Mobiltelefone,{},false,
577,smartphone mit vertrag,Mobiltelefone,{},false,
578,smartphones ohne vertrag,Mobiltelefone,{},false,
579,samsung smartphone angebote,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
580,smartphone ohne vertrag angebote,Mobiltelefone,{},false,
581,wiko handy smartphone ohne vertrag,Mobiltelefone,{},false,
582,nokia smartphone ohne vertrag,Mobiltelefone,"{""marke"":[""Nokia""]}",false,
583,android smartphone ohne vertrag,Mobiltelefone,{},false,
584,smartphone samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
585,smartphone samsung galaxy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy""]}",false,
586,smartphone samsung s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
587,smartphone samsung galaxy a14,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
588,smartphone samsung galaxy s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
589,smartphone samsung galaxy a54 5g,Mobiltelefone,"{""marke"":[""Samsung""],""ausstattung"":[""5G""],""modellreihe"":[""A54""]}",false,
590,smartphone samsung s23,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
591,smartphone samsung a14,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
592,smartphone samsung s24,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S24""]}",false,
593,smartphone samsung s,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
594,smartphone samsung a52s 5g,Mobiltelefone,"{""marke"":[""Samsung""],""ausstattung"":[""5G""]}",false,
595,smartphone samsung galaxy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy""]}",false,
596,smartphone samsung galaxy a14,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
597,smartphone samsung galaxy s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
598,smartphone samsung galaxy a54 5g,Mobiltelefone,"{""marke"":[""Samsung""],""ausstattung"":[""5G""],""modellreihe"":[""A54""]}",false,
599,smartphone samsung galaxy a25,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
600,smartphone samsung galaxy note 10 lite,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
601,smartphone samsung galaxy s,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
602,smartphone samsung galaxy a,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
603,smartphone samsung galaxy a14 5g,Mobiltelefone,"{""marke"":[""Samsung""],""ausstattung"":[""5G""]}",false,
604,smartphone samsung galaxy s22 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S22""]}",false,
605,smartphone samsung galaxy a33,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
606,smartphone samsung s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
607,smartphone samsung s23 ultra handy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
608,samsung galaxy s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
609,samsung galaxy s23 ultra smartphone,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
610,samsung s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
611,galaxy s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
612,s 23 ultra smartphone,Mobiltelefone,{},false,
613,smartphone samsung s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
614,galaxy s23 ultra smartphone,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
615,s23 ultra smartphone,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
616,smartphone samsung 23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
617,Mobiltelefon,Mobiltelefone,{},false,
618,mobiltelefon ohne vertrag,Mobiltelefone,{},false,
619,mobiltelefon samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
620,mobiltelefon akkupack,Other,{},false,
621,mobiltelefon janus,Mobiltelefone,{},false,
622,mobiltelefon mit sim karte,Mobiltelefone,{},false,
623,mobiltelefon iphone,Mobiltelefone,"{""marke"":[""Apple""]}",false,
624,mobiltelefon mit usb-anschluss,Mobiltelefone,{},false,
625,mobiltelefon mit tastatur,Mobiltelefone,{},false,
626,mobiltelefon duo,Mobiltelefone,{},false,
627,mobiltelefon mit induktionsladung,Mobiltelefone,"{""ausstattung"":[""kabelloses Laden""]}",false,
628,mobiltelefon ohne vertrag,Mobiltelefone,{},false,
629,handys ohne vertrag,Mobiltelefone,{},false,
630,smartphone ohne vertrag,Mobiltelefone,{},false,
631,handy ohne vertrag,Mobiltelefone,{},false,
632,seniorenhandy ohne vertrag,Mobiltelefone,{},false,
633,sim karte ohne vertrag,Mobiltelefone,{},false,
634,android handy ohne vertrag,Mobiltelefone,"{""betriebssystem"":[""Android""]}",false,
635,nokia handy ohne vertrag,Mobiltelefone,"{""marke"":[""Nokia""]}",false,
636,google handy ohne vertrag,Mobiltelefone,{},false,
637,mobiltelefon ohne vertrag,Mobiltelefone,{},false,
638,ohne vertrag smartphones,Mobiltelefone,{},false,
639,handys ohne vertrag,Mobiltelefone,{},false,
640,handys ohne vertrag im angebot,Mobiltelefone,{},false,
641,handys ohne vertrag samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
642,handys ohne vertrag xiaomi,Mobiltelefone,"{""marke"":[""Xiaomi""]}",false,
643,handys ohne vertrag iphone,Mobiltelefone,"{""marke"":[""Apple""]}",false,
644,handys ohne vertrag xiaomi 256 5g 12,Mobiltelefone,"{""marke"":[""Xiaomi""],""ausstattung"":[""5G""],""speicherkapazitaet"":[""256 GB""]}",false,
645,handys ohne vertrag im angebot otto,Mobiltelefone,{},false,
646,handys ohne vertrag huawei,Mobiltelefone,"{""marke"":[""Huawei""]}",false,
647,handys ohne vertrag motorola,Mobiltelefone,"{""marke"":[""Motorola""]}",false,
648,handys ohne vertrag 256,Mobiltelefone,"{""speicherkapazitaet"":[""256 GB""]}",false,
649,handys ohne vertrag iphone 13,Mobiltelefone,"{""marke"":[""Apple""],""modellreihe"":[""iPhone 13""]}",false,
650,smartphone ohne vertrag,Mobiltelefone,{},false,
651,smartphone ohne vertrag samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
652,smartphone ohne vertrag angebote,Mobiltelefone,{},false,
653,smartphone ohne vertrag iphone,Mobiltelefone,"{""marke"":[""Apple""]}",false,
654,smartphone ohne vertrag 5g,Mobiltelefone,"{""ausstattung"":[""5G""]}",false,
655,smartphone ohne vertrag samsung reduziert,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
656,smartphone ohne vertrag 5 g,Mobiltelefone,{},false,
657,smartphone ohne vertrag xiaomi,Mobiltelefone,"{""marke"":[""Xiaomi""]}",false,
658,smartphone ohne vertrag poco,Mobiltelefone,"{""marke"":[""Sony""]}",false,
659,smartphone ohne vertrag sale,Mobiltelefone,{},false,
660,smartphone ohne vertrag sony,Mobiltelefone,"{""marke"":[""Sony""]}",false,
661,mobiltelefon samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
662,mobiltelefon samsung galaxy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy""]}",false,
663,telefon samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
664,mobiltelefon,Mobiltelefone,{},false,
665,telefone samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
666,mobil telefon,Mobiltelefone,{},false,
667,mobiltelefone,Mobiltelefone,{},false,
668,mobiltelefon samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
669,mobil samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
670,telefon 3 mobilteile,Mobiltelefone,{},false,
671,telefon galaxy,Mobiltelefone,"{""modellreihe"":[""Galaxy""]}",false,
672,mobiltelefon samsung galaxy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy""]}",false,
673,smartphone samsung galaxy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy""]}",false,
674,telefon samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
675,mobiltelefon,Mobiltelefone,{},false,
676,mobil telefon,Mobiltelefone,{},false,
677,mobiltelefon samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
678,telefon samsung galaxy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy""]}",false,
679,mobil samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
680,telefone samsung galaxy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy""]}",false,
681,telefon galaxy,Mobiltelefone,"{""modellreihe"":[""Galaxy""]}",false,
682,mobil phone,Mobiltelefone,{},false,
683,telefon samsung,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
684,telefon samsung galaxy s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
685,telefon samsung galaxy s24 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S24""]}",false,
686,telefon samsung s22 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S22""]}",false,
687,telefon samsung s21,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
688,telefon samsung galaxy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy""]}",false,
689,telefon samsung s20,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
690,telefon samsung s23,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
691,telefon samsung galaxy s20,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
692,telefon samsung galaxy a 14,Mobiltelefone,"{""marke"":[""Samsung""]}",false,
693,telefon samsung galaxy s22,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S22""]}",false,
694,Samsung Galaxy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy""]}",false,
695,samsung galaxy s24 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S24""]}",false,
696,samsung galaxy s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
697,samsung galaxy s24,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S24""]}",false,
698,samsung galaxy s23,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
699,samsung galaxy s22,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S22""]}",false,
700,samsung galaxy s24 plus,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S24""]}",false,
701,samsung galaxy a54 5g,Mobiltelefone,"{""marke"":[""Samsung""],""ausstattung"":[""5G""],""modellreihe"":[""A54""]}",false,
702,samsung galaxy s23 ultra smartphone,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
703,samsung galaxy s24 ultra hülle,Other,"{""marke"":[""Samsung""]}",false,
704,samsung galaxy s23 plus,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
705,samsung galaxy s24 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S24""]}",false,
706,samsung galaxy s24 ultra hülle,Other,"{""marke"":[""Samsung""]}",false,
707,samsung galaxy s24 ultra handyhülle,Other,"{""marke"":[""Samsung""]}",false,
708,samsung galaxy s24 ultra plus,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S24""]}",false,
709,samsung galaxy s24 ultra handy,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S24""]}",false,
710,samsung galaxy s24 ultra ladegerät,Other,"{""marke"":[""Samsung""]}",false,
711,samsung galaxy s24 ultra panzerglas,Other,"{""marke"":[""Samsung""]}",false,
712,samsung galaxy s24 ultra 512gb,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S24""],""speicherkapazitaet"":[""512 GB""]}",false,
713,samsung galaxy s24 ultra case,Other,"{""marke"":[""Samsung""]}",false,
714,samsung galaxy s24 ultra hülle 360,Other,"{""marke"":[""Samsung""]}",false,
715,samsung galaxy s24 ultra 256gb,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S24""],""speicherkapazitaet"":[""256 GB""]}",false,
716,samsung galaxy s24 ultra hülle,Other,"{""marke"":[""Samsung""]}",false,
717,samsung galaxy s24 ultra hülle 360,Other,"{""marke"":[""Samsung""]}",false,
718,samsung galaxy s24 ultra hülle original,Other,"{""marke"":[""Samsung""]}",false,
719,samsung galaxy s24 ultra hülle magnet,Other,"{""marke"":[""Samsung""]}",false,
720,samsung galaxy s24 ultra hülle silikon,Other,"{""marke"":[""Samsung""]}",false,
721,samsung galaxy s24 ultra hülle guess,Other,"{""marke"":[""Samsung""]}",false,
722,samsung galaxy s24 ultra hülle 360 silikon,Other,"{""marke"":[""Samsung""]}",false,
723,samsung galaxy s24 ultra hülle leder,Other,"{""marke"":[""Samsung""]}",false,
724,samsung galaxy s24 ultra hülle magsafe,Other,"{""marke"":[""Samsung""]}",false,
725,samsung galaxy s24 ultra hülle uag,Other,"{""marke"":[""Samsung""]}",false,
726,samsung galaxy s24 ultra hülle mickey,Other,"{""marke"":[""Samsung""]}",false,
727,samsung galaxy s24 ultra handyhülle,Other,"{""marke"":[""Samsung""]}",false,
728,samsung galaxy s24 ultra handyhülle echt leder,Other,"{""marke"":[""Samsung""]}",false,
729,samsung galaxy s24 ultra handyhülle leder,Other,"{""marke"":[""Samsung""]}",false,
730,samsung galaxy s24 ultra handyhülle flipstyle,Other,"{""marke"":[""Samsung""]}",false,
731,samsung galaxy s24 ultra handyhülle original,Other,"{""marke"":[""Samsung""]}",false,
732,samsung galaxy s24 ultra handyhülle view cover,Other,"{""marke"":[""Samsung""]}",false,
733,samsung galaxy s24 ultra handyhülle vertikal aufklappbar,Other,"{""marke"":[""Samsung""]}",false,
734,samsung galaxy s24 ultra handyhülle 3 1,Other,"{""marke"":[""Samsung""]}",false,
735,samsung galaxy s24 ultra handyhülle mit ständer,Other,"{""marke"":[""Samsung""]}",false,
736,samsung galaxy s24 ultra handyhülle transparent,Other,"{""marke"":[""Samsung""]}",false,
737,samsung galaxy s24 ultra handyhülle disney,Other,"{""marke"":[""Samsung""]}",false,
738,samsung galaxy s23 ultra,Mobiltelefone,"{""marke"":[""Samsung""],""modellreihe"":[""Galaxy S23""]}",false,
